problem_id,Question,A,B,C,D,Answer,config,split,question_with_options,reference_solution,judge_models,cognitive_level,knowledge_dimension,method_difficulty,definition_completeness,knowledge_breadth,reasoning_type,solution_steps,human_grade,human_cognitive_level,human_depth_of_knowledge,human_grade_num,human_difficulty,cognitive_level_o4-mini,knowledge_dimension_o4-mini,method_difficulty_o4-mini,definition_completeness_o4-mini,knowledge_breadth_o4-mini,reasoning_type_o4-mini,solution_steps_o4-mini,cognitive_level_Claude-3.7-sonnet,knowledge_dimension_Claude-3.7-sonnet,method_difficulty_Claude-3.7-sonnet,definition_completeness_Claude-3.7-sonnet,knowledge_breadth_Claude-3.7-sonnet,reasoning_type_Claude-3.7-sonnet,solution_steps_Claude-3.7-sonnet,cognitive_level_gemini-2.5-pro,knowledge_dimension_gemini-2.5-pro,method_difficulty_gemini-2.5-pro,definition_completeness_gemini-2.5-pro,knowledge_breadth_gemini-2.5-pro,reasoning_type_gemini-2.5-pro,solution_steps_gemini-2.5-pro
ARCEZ_Mercury_7198993,Gel electrophoresis is a technology which allows researchers to reliably separate and sort DNA fragments. This technology is most useful for which application?,selective breeding,medical gene repair,genetic engineering,cell metabolism analysis,C,ARC-Easy,test,"Answer the following multi-choice question:
Gel electrophoresis is a technology which allows researchers to reliably separate and sort DNA fragments. This technology is most useful for which application?

Options:
A. selective breeding
B. medical gene repair
C. genetic engineering
D. cell metabolism analysis
","Step-by-step reasoning:

1. Gel electrophoresis separates DNA fragments by size using an electric field in a gel matrix.  
2. It is routinely used to verify the size of restriction enzyme digests, PCR products, and cloned inserts.  
3. In selective breeding (A), decisions are made based on observable traits over generations, not direct fragment separation.  
4. Medical gene repair (B) involves delivering corrected genes to cells; although constructs may be checked by electrophoresis, the core application is broader.  
5. Cell metabolism analysis (D) focuses on enzyme activities and metabolic pathways, not DNA fragment sorting.  
6. Genetic engineering (C) relies heavily on DNA manipulation—cutting, splicing, and verifying fragments—making gel electrophoresis indispensable.

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Analyze', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Medium')","('yes', 'no', 'yes')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 6, 6)",Biology,Analyzing,II,,Medium,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,6,Analyze,Conceptual,Low,no,Multi-Discipline,Deductive,6,Evaluate,Conceptual,Medium,yes,Multi-Discipline,Deductive,6
ARCEZ_Mercury_7141260,Arteries and veins are two important parts of the circulatory system. What is the relationship between arteries and veins?,They work together to exchange gases.,They work together to transport nutrients.,They work independently to remove wastes.,They work independently to relay messages.,B,ARC-Easy,train,"Answer the following multi-choice question:
Arteries and veins are two important parts of the circulatory system. What is the relationship between arteries and veins?

Options:
A. They work together to exchange gases.
B. They work together to transport nutrients.
C. They work independently to remove wastes.
D. They work independently to relay messages.
","Step 1: Recall definitions  
- Arteries carry blood away from the heart (usually oxygen- and nutrient-rich).  
- Veins carry blood toward the heart (usually oxygen-poor and carrying metabolic wastes).

Step 2: Identify their joint role  
- Together, arteries and veins form a closed circuit that continuously moves blood throughout the body, delivering nutrients and removing wastes.

Step 3: Match to the choices  
A) Exchanging gases happens primarily in capillaries, not directly in arteries and veins.  
B) Transporting nutrients (as part of blood circulation) is exactly what arteries and veins do in tandem.  
C) They do not work independently to remove wastes—venous return is part of the same circulatory loop.  
D) Relaying messages is a function of nerves, not blood vessels.

Answer: B","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Understand')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Medium')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(3, 3, 7)",Grade 07,Analyzing,II,7,Medium,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,3,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,3,Understand,Conceptual,Medium,yes,Single-Discipline,Deductive,7
ARCCH_Mercury_7115395,Which changes will most likely have a negative effect on an ecosystem?,building a road,planting a tree,adding a freshwater source,creating a nature sanctuary,A,ARC-Challenge,validation,"Answer the following multi-choice question:
Which changes will most likely have a negative effect on an ecosystem?

Options:
A. building a road
B. planting a tree
C. adding a freshwater source
D. creating a nature sanctuary
","Let’s evaluate each option:

A) Building a road  
- Roads fragment habitats, disrupt wildlife movement, increase pollution (noise, light, chemical runoff), and introduce invasive species. These changes typically degrade ecosystem structure and function.

B) Planting a tree  
- Generally beneficial: adds vegetation cover, provides habitat, increases biodiversity, and improves air quality.

C) Adding a freshwater source  
- Usually beneficial: supports more species, replenishes water tables, and improves habitat quality.

D) Creating a nature sanctuary  
- Beneficial: protects habitats, restricts harmful human activities, and promotes biodiversity conservation.

Thus, the change most likely to have a negative effect on an ecosystem is building a road.

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Evaluate', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 5, 5)",Grade 07,Analyzing,II,7,Medium,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,5,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,5,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,5
ARCEZ_Mercury_7057260,A student hypothesizes that algae are producers. Which question will best help the student determine if this is correct?,Do algae consume other organisms?,Which organisms consume algae?,Do algae use sunlight to make food?,Could an ecosystem survive without algae?,C,ARC-Easy,validation,"Answer the following multi-choice question:
A student hypothesizes that algae are producers. Which question will best help the student determine if this is correct?

Options:
A. Do algae consume other organisms?
B. Which organisms consume algae?
C. Do algae use sunlight to make food?
D. Could an ecosystem survive without algae?
","Let’s break down what it means to be a producer and which question directly tests that.

1. Producers are organisms that can make their own food, typically through photosynthesis.  
2. To verify if algae are producers, we need to know whether algae can use sunlight to synthesize organic compounds from inorganic materials.  
3. Option A (“Do algae consume other organisms?”) tests if they are consumers, not if they are producers.  
4. Option B (“Which organisms consume algae?”) concerns algae’s predators and doesn’t test their producer status.  
5. Option D (“Could an ecosystem survive without algae?”) addresses their ecological role but not the mechanism of food production.  
6. Option C (“Do algae use sunlight to make food?”) directly asks if they perform photosynthesis, which is the hallmark of producers.

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Evaluate', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'no')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 3, 6)",Grade 08,Analyzing,II,8,Medium,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,6,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,3,Evaluate,Conceptual,Low,no,Single-Discipline,Deductive,6
ARCCH_Mercury_7267593,Which of these natural disasters are the most unpredictable?,earthquakes,hurricanes,tornados,blizzards,A,ARC-Challenge,validation,"Answer the following multi-choice question:
Which of these natural disasters are the most unpredictable?

Options:
A. earthquakes
B. hurricanes
C. tornados
D. blizzards
","Step 1: Compare predictability of each disaster type  
- Hurricanes: tracked by satellites and models days in advance  
- Blizzards: forecastable days to hours ahead via weather models  
- Tornados: warned minutes to an hour ahead based on radar signatures  
- Earthquakes: no reliable method exists to predict exact time/place  

Step 2: Identify “most unpredictable”  
Since earthquakes cannot be forecast at all, they are far less predictable than the others.

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Evaluate', 'Evaluate')","('Factual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('no', 'no', 'no')","('Multi-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(2, 2, 5)",Grade 07,Analyzing,II,7,Medium,Evaluate,Factual,Low,no,Multi-Discipline,Deductive,2,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,2,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,5
ARCEZ_Mercury_401583,"A model of an atom includes red marbles for electrons, green marbles for protons, and blue marbles for neutrons. All marbles have a radius of 2 cm. How could the model be changed to represent more properties of an atom?",by using smaller marbles to represent electrons,by using two marbles to represent each neutron,by using two differently colored marbles for protons,by switching the colors of the marbles,A,ARC-Easy,test,"Answer the following multi-choice question:
A model of an atom includes red marbles for electrons, green marbles for protons, and blue marbles for neutrons. All marbles have a radius of 2 cm. How could the model be changed to represent more properties of an atom?

Options:
A. by using smaller marbles to represent electrons
B. by using two marbles to represent each neutron
C. by using two differently colored marbles for protons
D. by switching the colors of the marbles
","To include more atomic properties, we want the model to reflect differences beyond just charge. In reality, electrons are vastly smaller (and less massive) than protons or neutrons, and the nucleus (protons + neutrons) is much denser than the surrounding electron cloud. Right now all marbles are the same size, so the model misses that size/mass discrepancy.

A good improvement is to make the electron marbles much smaller to show that electrons occupy a tiny portion of the atom’s mass and have much smaller “size” (effective cross‐section) than nucleons. This change adds a new property—relative scale—without complicating the color scheme or inventing unsupported substructures.

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Evaluate', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(3, 2, 4)",Grade 08,Analyzing,II,8,Medium,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,3,Evaluate,Conceptual,Low,no,Single-Discipline,Deductive,2,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,4
ARCEZ_Mercury_7128660,New research uncovers information that proves that the data from an old theory is partially incorrect. What should the scientific community do about the old theory?,remove the old theory from historical records,change the research notes in the original theory,use the new information to update the old theory,ban the public from discussing the old theory,C,ARC-Easy,test,"Answer the following multi-choice question:
New research uncovers information that proves that the data from an old theory is partially incorrect. What should the scientific community do about the old theory?

Options:
A. remove the old theory from historical records
B. change the research notes in the original theory
C. use the new information to update the old theory
D. ban the public from discussing the old theory
","Step 1: Scientific theories are not immutable truths but models that best explain available data.  
Step 2: When new research shows that part of a theory’s data is incorrect, the proper response is to incorporate the new findings rather than suppress or erase the old work.  
Step 3: Removing the theory from records (A) erases scientific history.  
Step 4: Altering the original research notes (B) is falsification.  
Step 5: Banning discussion (D) conflicts with open inquiry.  
Step 6: The correct approach is to update the theory with the new, more accurate information.  

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Evaluate', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Medium')","('yes', 'no', 'yes')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 6, 6)",Grade 08,Analyzing,II,8,Medium,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,6,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,6,Evaluate,Conceptual,Medium,yes,Multi-Discipline,Deductive,6
ARCEZ_Mercury_416550,"A Raleigh man turned on his kitchen faucet and filled a glass with water. When he looked at the water, he thought that it might not be safe to drink, so he called the water company to find out. What factor did the man use to evaluate the safety of the water?",pH,turbidity,nitrate concentration,phosphate concentration,B,ARC-Easy,test,"Answer the following multi-choice question:
A Raleigh man turned on his kitchen faucet and filled a glass with water. When he looked at the water, he thought that it might not be safe to drink, so he called the water company to find out. What factor did the man use to evaluate the safety of the water?

Options:
A. pH
B. turbidity
C. nitrate concentration
D. phosphate concentration
","Let’s think through what each term means and which one he could assess just by looking at the water:

A) pH measures the acidity or basicity of water. You need a test strip or meter to know the pH—you can’t see it.  
B) Turbidity measures how clear or cloudy the water is. This is determined by observing suspended particles in the water, and you can judge turbidity just by looking at the glass.  
C) Nitrate concentration refers to the amount of nitrate ions dissolved in the water. You need chemical tests to detect nitrates, since they’re colorless and odorless.  
D) Phosphate concentration refers to the amount of phosphate ions dissolved in water. Like nitrates, phosphates require lab tests or kits—they’re not visible to the eye.

Since the man “looked at the water” and judged it might not be safe based solely on appearance, he was evaluating turbidity.

Answer: B","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'no')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 6, 6)",Grade 08,Analyzing,III,8,Medium,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,6,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,6,Analyze,Conceptual,Low,no,Multi-Discipline,Deductive,6
ARCCH_Mercury_7058118,"A student is using descriptions to classify organisms. One organism is described as having sense organs to detect heat, laying eggs to reproduce, using venom for protection, and having the ability to change body temperature with its surroundings. How would the student classify this organism?",bacteria,mammal,reptile,bird,C,ARC-Challenge,train,"Answer the following multi-choice question:
A student is using descriptions to classify organisms. One organism is described as having sense organs to detect heat, laying eggs to reproduce, using venom for protection, and having the ability to change body temperature with its surroundings. How would the student classify this organism?

Options:
A. bacteria
B. mammal
C. reptile
D. bird
","Let’s evaluate each characteristic against the major groups:

1. Sense organs to detect heat  
   – Only certain reptiles (e.g. pit vipers) have specialized pit organs for infrared detection.  

2. Laying eggs to reproduce  
   – Many reptiles and birds do this; mammals typically give live birth (with a few exceptions).  

3. Using venom for protection  
   – Venomous species exist among reptiles (snakes, some lizards); virtually no venomous birds or mammals, and bacteria are not “venomous” in that sense.  

4. Ability to change body temperature with surroundings (ectothermy)  
   – Characteristic of reptiles; birds and mammals are endothermic (maintain a constant body temperature).  

Putting it all together, these traits match reptiles.  
Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 5, 5)",Grade 08,Analyzing,II,8,Medium,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,5,Analyze,Conceptual,Low,no,Single-Discipline,Deductive,5,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,5
ARCCH_Mercury_7068863,A student investigated the effect of iron on the growth of plants. Four identical plants received a different amount of iron supplement when being watered. This investigation could have been improved if there were,earthworms in the soil.,fewer plants in the experiment.,plants that received water without iron supplements.,plants that received different amounts of sunlight.,C,ARC-Challenge,validation,"Answer the following multi-choice question:
A student investigated the effect of iron on the growth of plants. Four identical plants received a different amount of iron supplement when being watered. This investigation could have been improved if there were

Options:
A. earthworms in the soil.
B. fewer plants in the experiment.
C. plants that received water without iron supplements.
D. plants that received different amounts of sunlight.
","Let’s identify the key elements of a well-designed experiment:

1. Aim: assess how varying iron levels affect plant growth.  
2. Independent variable: amount of iron supplement added.  
3. Dependent variable: plant growth (e.g., height, leaf number).  
4. Controls: a group where the independent variable is held at a baseline (in this case, zero iron supplement).

In the described setup, four plants each got a different iron dose. To know what growth looks like without any added iron, you need a control group that receives water alone (zero supplement). This establishes a baseline for comparison and shows whether even the smallest supplement improves growth compared to no supplement.

Option A (earthworms) would introduce another variable.  
Option B (fewer plants) would reduce reliability of results.  
Option D (varying sunlight) would add confounding factors.

Therefore the experiment is improved by including plants that get water without any iron.  

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Evaluate', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 3, 7)",Grade 08,Evaluating,III,8,High,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,4,Evaluate,Conceptual,Low,no,Single-Discipline,Deductive,3,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,7
ARCCH_Mercury_7159810,"A pharmaceutical company developed a drug to help relieve headaches. Recently, the pharmaceutical company discovered that the drug may cause nausea in a small number of people who might take the drug. Which is the most ethical course of action that the drug company could take?",Discontinue the use of the drug.,Inform people of the possible side effects.,Reduce the amount of drug given to people.,Modify the drug to include medicine that prevents nausea.,B,ARC-Challenge,test,"Answer the following multi-choice question:
A pharmaceutical company developed a drug to help relieve headaches. Recently, the pharmaceutical company discovered that the drug may cause nausea in a small number of people who might take the drug. Which is the most ethical course of action that the drug company could take?

Options:
A. Discontinue the use of the drug.
B. Inform people of the possible side effects.
C. Reduce the amount of drug given to people.
D. Modify the drug to include medicine that prevents nausea.
","To determine the most ethical response, we should consider the principles of medical ethics, especially autonomy (informed consent) and beneficence (doing good while minimizing harm).

1. Discontinuing the drug (A) would deny many patients the headache relief it provides, even though only a small subset experiences nausea. This overcorrects and sacrifices benefits for the many because of a side effect in the few.

2. Reducing the dosage (C) might lessen efficacy and still might not eliminate nausea; it could also leave patients undertreated for headaches without solid evidence that lower doses prevent the side effect.

3. Reformulating the drug to include an antiemetic (D) is a long, uncertain, and resource-intensive process requiring new clinical trials. It may introduce new risks and delays access to relief.

4. Informing patients and prescribers of the possible side effect (B) respects patient autonomy by allowing them to weigh risks and benefits and enables appropriate monitoring or co-prescription of anti-nausea measures if needed. It also fulfills legal and ethical obligations to disclose known risks.

The most ethical immediate step is to ensure that all potential users are made aware of the nausea risk so they can make informed decisions.

Answer: B","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Evaluate', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Medium')","('no', 'no', 'no')","('Multi-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 6, 6)",Grade 07,Evaluating,III,7,Medium,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,6,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,6,Evaluate,Conceptual,Medium,no,Multi-Discipline,Deductive,6
ARCEZ_Mercury_7017833,What is the most prominent land feature formed by the convergence of the Indo-Australian and Eurasian plates?,China,Australia,Ural Mountains,Himalaya Mountains,D,ARC-Easy,train,"Answer the following multi-choice question:
What is the most prominent land feature formed by the convergence of the Indo-Australian and Eurasian plates?

Options:
A. China
B. Australia
C. Ural Mountains
D. Himalaya Mountains
","To determine the most prominent land feature from the convergence of the Indo-Australian and Eurasian plates, let’s consider each option:

1. China – a country that spans much of East Asia, not a specific landform created by plate convergence.  
2. Australia – a continental landmass formed by its own tectonic history, not the result of colliding with Eurasia.  
3. Ural Mountains – formed by the collision of the East European and Siberian plates, not the Indo-Australian plate.  
4. Himalaya Mountains – directly formed by the ongoing collision of the Indo-Australian plate with the Eurasian plate, resulting in some of the world’s highest peaks.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Analyze', 'Remember')","('Factual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'no')","('Multi-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 1, 5)",Grade 08,Evaluating,III,8,High,Remember,Factual,Low,yes,Multi-Discipline,Deductive,4,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,1,Remember,Conceptual,Low,no,Multi-Discipline,Deductive,5
ARCCH_Mercury_SC_417556,A town built a road through a forest. Deer live in the forest on both sides of the road. Which would not help protect deer from the cars on the road?,feeders on the side of the road,lights along the side of the road,signs telling drivers to be careful of deer,bridges that let the deer walk under the road,A,ARC-Challenge,train,"Answer the following multi-choice question:
A town built a road through a forest. Deer live in the forest on both sides of the road. Which would not help protect deer from the cars on the road?

Options:
A. feeders on the side of the road
B. lights along the side of the road
C. signs telling drivers to be careful of deer
D. bridges that let the deer walk under the road
","Let’s evaluate each option in terms of whether it reduces deer–vehicle collisions:

1. Feeders on the side of the road  
   – These would draw deer closer to the road, increasing the likelihood that they wander onto it and get hit.  

2. Lights along the side of the road  
   – Better illumination helps drivers spot deer in time to slow down or stop.  

3. Signs telling drivers to be careful of deer  
   – Warning signs make drivers more alert and likely to reduce speed, lowering collision risk.  

4. Bridges that let the deer walk under the road  
   – Wildlife underpasses or overpasses provide safe crossing routes, keeping deer off the roadway.  

Only option A would not help protect deer from cars—indeed, it would likely make collisions more frequent.  
Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Evaluate', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Multi-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 6, 5)",Grade 03,Evaluating,III,3,Medium,Evaluate,Conceptual,Low,yes,Multi-Discipline,Deductive,6,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,6,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,5
ARCEZ_Mercury_SC_415390,"Erin wants to make a strong, light chair. Which natural material should she use?",iron,granite,clay,wood,D,ARC-Easy,test,"Answer the following multi-choice question:
Erin wants to make a strong, light chair. Which natural material should she use?

Options:
A. iron
B. granite
C. clay
D. wood
","Let’s evaluate each option in terms of strength, weight, and whether it’s a natural material:

1. Iron  
   - Natural or processed? Iron is a metal extracted from ore and then refined.  
   - Strength: Very strong.  
   - Weight: Quite heavy.  
   - Verdict: Strong but too heavy for a lightweight chair.

2. Granite  
   - Natural? Yes, a natural rock.  
   - Strength: Very strong and hard.  
   - Weight: Extremely heavy and brittle under point loads.  
   - Verdict: Too heavy and not practical for a chair.

3. Clay  
   - Natural? Yes, a natural earthy material.  
   - Strength: When fired into ceramic it can be hard, but it’s brittle and can crack under load.  
   - Weight: Moderate to heavy, and not reliably durable for seating.  
   - Verdict: Not ideal—too brittle.

4. Wood  
   - Natural? Yes, comes directly from trees.  
   - Strength: Adequate for supporting weight when properly selected and treated.  
   - Weight: Relatively light compared to metals and stone.  
   - Verdict: Strong enough and lightweight, commonly used for chairs.

Therefore, the best choice for a strong, light chair made from a natural material is wood.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Analyze', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('no', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(18, 4, 17)",Grade 03,Evaluating,III,3,Medium,Evaluate,Conceptual,Low,no,Single-Discipline,Deductive,18,Analyze,Conceptual,Low,no,Single-Discipline,Deductive,4,Evaluate,Conceptual,Low,no,Multi-Discipline,Deductive,17
ARCCH_Mercury_416230,"In a completely cooperative relationship, each organism benefits equally. Which sequence lists these relationships in order of increasing cooperativeness?","commensalism, mutualism, parasitism, predation","parasitism, commensalism, predation, mutualism","predation, parasitism, commensalism, mutualism","mutualism, commensalism, parasitism, predation",C,ARC-Challenge,test,"Answer the following multi-choice question:
In a completely cooperative relationship, each organism benefits equally. Which sequence lists these relationships in order of increasing cooperativeness?

Options:
A. commensalism, mutualism, parasitism, predation
B. parasitism, commensalism, predation, mutualism
C. predation, parasitism, commensalism, mutualism
D. mutualism, commensalism, parasitism, predation
","To rank these interactions from least to most cooperative, consider the net effect on the participants:

1. Predation: one organism kills and eats another (maximum antagonism, no cooperation).  
2. Parasitism: one organism benefits at the expense of another, which is harmed but usually not killed immediately (still antagonistic).  
3. Commensalism: one organism benefits while the other is neither helped nor harmed (neutral–positive, some cooperation).  
4. Mutualism: both organisms benefit (full cooperation).

Thus, the sequence in order of increasing cooperativeness is: predation → parasitism → commensalism → mutualism.  
Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Conceptual', 'Conceptual', 'Procedural')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(7, 3, 7)",Grade 08,Evaluating,III,8,High,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,7,Analyze,Conceptual,Low,no,Single-Discipline,Deductive,3,Analyze,Procedural,Low,no,Single-Discipline,Deductive,7
ARCEZ_Mercury_SC_415472,Where would animals and plants be most affected by a flood?,low areas,high areas,warm areas,cold areas,A,ARC-Easy,train,"Answer the following multi-choice question:
Where would animals and plants be most affected by a flood?

Options:
A. low areas
B. high areas
C. warm areas
D. cold areas
","Step 1: A flood is an overflow of water that spreads over land which is normally dry.  
Step 2: Water naturally flows downhill and accumulates in the lowest elevations of the landscape.  
Step 3: Plants and animals living in these low‐lying (low area) zones will be the first and most severely inundated by floodwaters.  
Step 4: High areas remain above the flood level, and temperature (warm vs. cold) does not determine flood impact.  

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Apply', 'Apply')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Medium')","('yes', 'no', 'no')","('Multi-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 3, 5)",Grade 03,Evaluating,III,3,Medium,Apply,Conceptual,Low,yes,Multi-Discipline,Deductive,4,Apply,Conceptual,Low,no,Multi-Discipline,Deductive,3,Apply,Conceptual,Medium,no,Multi-Discipline,Deductive,5
ARCCH_Mercury_7032743,Which characteristic of a cheetah is more likely to be learned rather than inherited?,speed,a spotted coat,hunting strategies,claws that do not retract,C,ARC-Challenge,validation,"Answer the following multi-choice question:
Which characteristic of a cheetah is more likely to be learned rather than inherited?

Options:
A. speed
B. a spotted coat
C. hunting strategies
D. claws that do not retract
","To determine whether a trait is learned or inherited, consider:

1. Inherited traits are encoded in the animal’s genes and appear without teaching (e.g., fur color, body structure, physiological features).  
2. Learned traits develop through experience or teaching after birth (e.g., specific behaviors or strategies).

Now evaluate each option for a cheetah:

A) Speed – the cheetah’s muscle composition and body design for sprinting are inherited.  
B) A spotted coat – the pattern of spots is genetically determined.  
C) Hunting strategies – young cheetahs watch and practice under their mother’s guidance and improve with experience, so these strategies are learned.  
D) Claws that do not retract – this claw structure is an inherited anatomical feature.

Therefore, the learned characteristic is the hunting strategies.

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Analyze', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 3, 6)",Grade 08,Evaluating,III,8,Medium,Apply,Conceptual,Low,yes,Single-Discipline,Deductive,6,Analyze,Conceptual,Low,no,Single-Discipline,Deductive,3,Analyze,Conceptual,Low,no,Multi-Discipline,Deductive,6
